  197.67	8.604e-12						8.602e-12		1.829e-15		
  197.76	1.177e-10				1.730e-13		1.175e-10		2.717e-14		
  197.85	1.454e-9				2.519e-12		1.451e-9	9.296e-14	3.429e-13		
  197.95	2.109e-8				4.385e-11		2.104e-8	1.741e-12	5.101e-12		
  198.04	2.104e-7				5.157e-10		2.098e-7	2.187e-11	5.216e-11		
  198.13	1.897e-6				5.481e-9		1.891e-6	2.484e-10	4.830e-10		
  198.23	1.939e-5				6.730e-8		1.932e-5	3.281e-9	5.099e-9		
  198.32	1.413e-4				5.779e-7		1.406e-4	3.010e-8	3.832e-8		
  198.41	9.299e-4				4.486e-6		9.249e-4	2.497e-7	2.610e-7		
  198.51	6.704e-3				3.883e-5		6.661e-3	2.326e-6	1.960e-6		
  198.60	3.565e-2				2.435e-4		3.538e-2	1.559e-5	1.085e-5		
  198.69	1.714e-1		6.715e-14		1.380e-3		1.699e-1	9.441e-5	5.452e-5		
  198.79	8.716e-1		1.273e-12		8.426e-3		8.622e-1	6.205e-4	2.923e-4		
  198.88	3.386e+0		1.617e-11		3.858e-2		3.343e+0	3.036e-3	1.196e-3		
  198.97	1.189e+1		1.860e-10		1.597e-1		1.172e+1	1.343e-2	4.441e-3		
  199.07	4.268e+1		2.494e-9		6.874e-1		4.191e+1	6.226e-2	1.705e-2		
  199.16	1.212e+2		2.321e-8		2.299e+0		1.186e+2	2.225e-1	5.166e-2		
  199.25	3.113e+2		1.955e-7		6.947e+0		3.035e+2	7.190e-1	1.423e-1		
  199.35	7.891e+2		1.855e-6		2.109e+1		7.653e+2	2.350e+0	3.918e-1		
  199.44	1.640e+3		1.264e-5		5.149e+1		1.581e+3	6.136e+0	8.816e-1		
  199.53	3.084e+3		7.798e-5		1.136e+2		2.954e+3	1.448e+1	1.804e+0		
  199.63	5.535e+3		5.236e-4		2.433e+2		5.255e+3	3.338e+1	3.577e+0		
  199.72	8.440e+3		2.615e-3		4.337e+2		7.937e+3	6.365e+1	6.002e+0		
  199.81	1.166e+4		1.182e-2		6.990e+2		1.085e+4	1.097e+2	9.197e+0		
  199.91	1.491e+4		5.617e-2		1.055e+3		1.366e+4	1.784e+2	1.336e+1		
  200.00	1.682e+4		2.056e-1		1.374e+3		1.518e+4	2.484e+2	1.721e+1		
  200.09	1.734e+4		6.813e-1		1.616e+3		1.539e+4	3.126e+2	2.079e+1		
  200.19	1.629e+4		2.295e+0		1.721e+3		1.418e+4	3.586e+2	2.438e+1		
  200.28	1.439e+4		6.164e+0		1.636e+3		1.235e+4	3.647e+2	2.755e+1		
  200.37	1.231e+4		1.499e+1		1.406e+3		1.052e+4	3.352e+2	3.111e+1		
  200.47	1.061e+4		3.586e+1		1.055e+3		9.213e+3	2.712e+2	3.572e+1		
  200.56	1.006e+4		7.085e+1		7.324e+2		9.018e+3	2.014e+2	4.009e+1		
  200.65	1.050e+4		1.270e+2		4.596e+2		9.739e+3	1.352e+2	4.406e+1		
  200.75	1.187e+4		2.167e+2		2.433e+2		1.129e+4	7.717e+1	4.780e+1		
  200.84	1.346e+4		3.170e+2		1.233e+2		1.293e+4	4.186e+1	5.147e+1		
  200.93	1.495e+4		4.221e+2		5.651e+1		1.439e+4	2.053e+1	5.726e+1	4.949e-13	
  201.03	1.606e+4		5.213e+2		2.109e+1		1.544e+4	8.261e+0	6.829e+1	8.589e-12	
  201.12	1.641e+4		5.745e+2		7.807e+0		1.574e+4	3.273e+0	8.263e+1	1.010e-10	
  201.21	1.624e+4		5.832e+2		2.612e+0		1.555e+4	1.172e+0	9.888e+1	1.078e-9	
  201.31	1.574e+4		5.433e+2		6.874e-1		1.508e+4	3.327e-1	1.139e+2	1.333e-8	
  201.40	1.537e+4		4.766e+2		1.858e-1		1.477e+4	9.627e-2	1.196e+2	1.157e-7	
  201.49	1.526e+4		3.979e+2		4.541e-2		1.475e+4	2.518e-2	1.151e+2	9.097e-7	
  201.59	1.548e+4		3.137e+2		8.426e-3		1.507e+4	5.041e-3	9.887e+1	8.021e-6	
  201.68	1.577e+4		2.513e+2		1.663e-3		1.544e+4	1.065e-3	7.806e+1	5.130e-5	
  201.77	1.587e+4		2.088e+2		2.986e-4		1.560e+4	2.035e-4	5.647e+1	2.975e-4	
  201.87	1.542e+4		1.948e+2		5.698e-5		1.519e+4	2.875e-5	3.679e+1	1.870e-3	
  201.96	1.438e+4		2.249e+2		1.366e-4		1.413e+4	4.541e-6	2.584e+1	8.817e-3	
  202.05	1.279e+4		3.087e+2		8.587e-4		1.246e+4	1.489e-6	2.225e+1	3.770e-2	
  202.15	1.062e+4		4.730e+2		6.178e-3		1.012e+4	8.102e-6	2.642e+1	1.689e-1	
  202.24	8.639e+3		6.751e+2		3.295e-2		7.927e+3	5.369e-5	3.613e+1	5.872e-1	
  202.33	6.898e+3		8.974e+2		1.595e-1		5.950e+3	3.252e-4	4.928e+1	1.851e+0	
  202.43	5.459e+3		1.110e+3		8.206e-1		4.278e+3	2.146e-3	6.439e+1	5.910e+0	
  202.52	4.683e+3		1.216e+3		3.236e+0		3.374e+3	1.059e-2	7.486e+1	1.515e+1	
  202.61	4.393e+3		1.208e+3		1.158e+1		3.059e+3	4.736e-2	7.957e+1	3.522e+1	
  202.71	4.617e+3		1.069e+3		4.262e+1		3.348e+3	2.233e-1	7.668e+1	8.015e+1	
  202.80	5.306e+3		8.636e+2		1.244e+2		4.098e+3	8.134e-1	6.764e+1	1.515e+2	
  202.89	6.477e+3		6.325e+2		3.295e+2		5.198e+3	2.688e+0	5.492e+1	2.597e+2	
  202.99	8.389e+3		4.009e+2		8.692e+2		6.649e+3	9.052e+0	3.993e+1	4.212e+2	
  203.08	1.073e+4		2.456e+2		1.881e+3		7.961e+3	2.436e+1	2.814e+1	5.870e+2	
  203.17	1.376e+4		1.514e+2		3.701e+3		9.088e+3	5.947e+1	1.912e+1	7.418e+2	
  203.27	1.813e+4		1.184e+2		7.028e+3		9.970e+3	1.430e+2	1.239e+1	8.576e+2	
  203.36	2.308e+4		1.526e+2		1.134e+4		1.041e+4	2.842e+2	8.629e+0	8.813e+2	
